Date,Open,High,Low,Close,Volume
2024-09-12,5.888000011444092,6.015999794006348,5.8420000076293945,5.958000183105469,10960817
2024-09-13,5.98199987411499,6.035999774932861,5.949999809265137,5.992000102996826,6552523
2024-09-16,5.980000019073486,6.001999855041504,5.914000034332275,5.973999977111816,5255157
2024-09-17,5.99399995803833,6.046000003814697,5.966000080108643,6.01200008392334,7673097
2024-09-18,6.019999980926514,6.23799991607666,6.01800012588501,6.188000202178955,14785561
2024-09-19,6.230000019073486,6.242000102996826,6.047999858856201,6.138000011444092,11055029
2024-09-20,6.107999801635742,6.205999851226807,6.044000148773193,6.110000133514404,14687656
2024-09-23,6.131999969482422,6.131999969482422,5.932000160217285,5.952000141143799,11186855
2024-09-24,5.960000038146973,6.118000030517578,5.952000141143799,6.067999839782715,9059599
2024-09-25,6.050000190734863,6.133999824523926,6.027999877929688,6.079999923706055,6508604
2024-09-26,6.125999927520752,6.276000022888184,6.105999946594238,6.276000022888184,12290836
2024-09-27,6.25600004196167,6.263999938964844,6.164000034332275,6.230000019073486,7760346
2024-09-30,6.199999809265137,6.21999979019165,6.050000190734863,6.058000087738037,10181675
2024-10-01,6.0960001945495605,6.0960001945495605,5.7820000648498535,5.791999816894531,16975188
2024-10-02,5.789999961853027,5.8460001945495605,5.73799991607666,5.802000045776367,11166396
2024-10-03,5.7820000648498535,5.852000236511231,5.751999855041504,5.797999858856201,8509277
2024-10-04,5.802000045776367,5.984000205993652,5.797999858856201,5.906000137329102,7785281
2024-10-07,5.935999870300293,5.958000183105469,5.868000030517578,5.955999851226807,7414019
2024-10-08,5.889999866485596,5.96999979019165,5.869999885559082,5.927999973297119,6123874
2024-10-09,5.921999931335449,6.0,5.877999782562256,6.0,6907051
2024-10-10,6.021999835968018,6.182000160217285,6.019999980926514,6.159999847412109,18586754
2024-10-11,6.159999847412109,6.196000099182129,6.116000175476074,6.164000034332275,6718281
2024-10-14,6.190000057220459,6.214000225067139,6.130000114440918,6.211999893188477,6609628
2024-10-15,6.28000020980835,6.3379998207092285,6.25,6.320000171661377,10796820
2024-10-16,6.254000186920166,6.377999782562256,6.199999809265137,6.355999946594238,9147424
2024-10-17,6.386000156402588,6.526000022888184,6.386000156402588,6.427999973297119,15272265
2024-10-18,6.429999828338623,6.438000202178955,6.315999984741211,6.401999950408936,11315352
2024-10-21,6.395999908447266,6.426000118255615,6.2820000648498535,6.285999774932861,8346915
2024-10-22,6.28000020980835,6.288000106811523,6.188000202178955,6.277999877929688,6386457
2024-10-23,6.271999835968018,6.27400016784668,6.208000183105469,6.208000183105469,5453639
2024-10-24,6.184000015258789,6.21999979019165,6.073999881744385,6.081999778747559,9351788
2024-10-25,6.0960001945495605,6.1479997634887695,6.078000068664551,6.0879998207092285,6242287
2024-10-28,6.139999866485596,6.208000183105469,6.090000152587891,6.191999912261963,5564769
2024-10-29,6.230000019073486,6.271999835968018,6.176000118255615,6.196000099182129,5896720
2024-10-30,6.165999889373779,6.190000057220459,6.090000152587891,6.182000160217285,4927461
2024-10-31,6.142000198364258,6.245999813079834,6.0960001945495605,6.196000099182129,7706821
2024-11-01,6.203999996185303,6.368000030517578,6.170000076293945,6.354000091552734,9427701
2024-11-04,6.357999801635742,6.438000202178955,6.285999774932861,6.401999950408936,9844377
2024-11-05,6.381999969482422,6.51200008392334,6.380000114440918,6.510000228881836,11054588
2024-11-06,6.584000110626221,6.645999908447266,6.236000061035156,6.311999797821045,19118653
2024-11-07,6.714000225067139,6.998000144958496,6.664000034332275,6.877999782562256,49827470
2024-11-08,6.8420000076293945,6.880000114440918,6.690000057220459,6.716000080108643,14111858
2024-11-11,6.820000171661377,6.849999904632568,6.73199987411499,6.826000213623047,9736495
2024-11-12,6.820000171661377,6.90399980545044,6.760000228881836,6.78000020980835,13336173
2024-11-13,6.8460001945495605,6.973999977111816,6.730000019073486,6.760000228881836,16904852
2024-11-14,6.960000038146973,7.104000091552734,6.894000053405762,6.966000080108643,31934593
2024-11-15,7.0,7.073999881744385,6.923999786376953,7.044000148773193,18485089
2024-11-18,6.7179999351501465,6.869999885559082,6.703999996185303,6.868000030517578,17416230
